Name,Latitude,Longitude,County,Zipcode,Address
Niles Family Medicine,35.37582,-118.93907,Kern,93306,480 First St.
Dunsmuir Community Health Center,41.22282,-122.27689,Siskiyou,96025,480 First St.
NEVHC - SUN VALLEY HEALTH CENTER,34.20187,-118.37518,Los Angeles,91352,480 First St.
Peninsula Doctor Primary Care Concierge ,37.63213,-122.09466,San Mateo,94545,480 First St.
Medshop Pharmacy,33.84834,-118.0379,Orange,90623,480 First St.
DK Homecare Pharmacy,34.07778,-117.57985,San Bernardino,91730,480 First St.
CVS Pharmacy at 3600 Geary Blvd.,37.78166,-122.45816,San Francisco,94118,480 First St.
GROVELAND PHARMACY,37.83808,-120.23278,Tuolumne,95321,480 First St.
FRIENDLY #1 PHARMACY,37.2969,-121.83918,Santa Clara,95111,480 First St.
CVS Pharmacy at 727 S. Arroyo Parkway,34.13332,-118.14741,Los Angeles,91105,480 First St.
Omni Family Health (4600 Panama Ln Suite 102B),35.29625,-119.05444,Kern,93313,480 First St.
WALGREENS #6976,34.55739,-118.04469,Los Angeles,93552,480 First St.
Dr. Mike’s Walk-In Clinic - Apple Valley,34.47257,-117.18969,San Bernardino,92308,12143 Navajo Rd.
RITE AID PHARMACY 06058,38.72299,-120.83349,El Dorado,95667,12143 Navajo Rd.
CVS Pharmacy at 2755 Canyon Springs Pkwy,33.93863,-117.28248,Riverside,92507,12143 Navajo Rd.
Rite Aid Pharmacy 06788,38.68456,-121.45633,Sacramento,95673,12143 Navajo Rd.
VONS PHARMACY #2206,33.72417,-117.98771,Orange,92683,12143 Navajo Rd.
Kern County Fairgrounds,35.34243,-119.01114,Kern,93307,12143 Navajo Rd.
Santa Clarita Pharmacy,34.41545,-118.45583,Los Angeles,91351,12143 Navajo Rd.
RITE AID PHARMACY 05863,36.82449,-119.77136,Fresno,93710,12143 Navajo Rd.
RITE AID PHARMACY 05872,36.73513,-119.70085,Fresno,93727,12143 Navajo Rd.
Northridge Pharmacy,34.23118,-118.55466,Los Angeles,91324,12143 Navajo Rd.
SAFEWAY PHARMACY #0305,37.48461,-122.23025,San Mateo,94063,12143 Navajo Rd.
Health Mart Midway,34.0916,-118.04074,Los Angeles,91731,12143 Navajo Rd.
Aria Community Health Center - 3554 W Mt Whitney Ave,36.43106,-119.86206,Fresno,93656,12143 Navajo Rd.
SAFEWAY PHARMACY #2242,38.57181,-121.46484,Sacramento,95816,12143 Navajo Rd.
RITE AID PHARMACY 05748,33.78938,-117.83378,Orange,92867,12143 Navajo Rd.
CVS Pharmacy at 649 W Olive Ave,37.31984,-120.4803,Merced,95348,12143 Navajo Rd.
WALMART PHARMACY 10-3276,34.16347,-117.33477,San Bernardino,92407,12143 Navajo Rd.
WalMart Pharmacy 10-5658,34.91892,-120.41949,Santa Barbara,93455,12143 Navajo Rd.
LEOS CATALINA DRUG STORE INC,33.34382,-118.32595,Los Angeles,90704,12143 Navajo Rd.
CNC Aurora Pharmacy,34.09195,-118.02127,Los Angeles,91731,12143 Navajo Rd.
Walmart Pharmacy 10-3179,34.18824,-118.91119,Ventura,91320,12143 Navajo Rd.
Norwalk Senior Center (Mobile clinic),33.90344,-118.0806,Los Angeles,90650,Norwalk Senior Center 
Gelsons Pharmacy (2707 Via De La Valle),32.98113,-117.24608,San Diego,92014,Norwalk Senior Center 
Compass Dermatopathology Inc.,32.88648,-117.17987,San Diego,92121,Norwalk Senior Center 
Golden Gate Pharmacy,38.07014,-122.53408,Marin,94949,8 Digital Drive Suite 200
CONCIERGE PHARMACY,33.81607,-118.35196,Los Angeles,90505,8 Digital Drive Suite 200
WALMART PHARMACY 10-1563,34.69511,-118.17176,Los Angeles,93536,8 Digital Drive Suite 200
CVS Pharmacy® at 5700 Firestone Blvd South Gate CA 90280,33.9481,-118.1678,Los Angeles,90280,8 Digital Drive Suite 200
WALMART PHARMACY 10-2094,33.17213,-117.21669,San Diego,92083,8 Digital Drive Suite 200
Medical Arts Pharmacy (5101 E Florence Ave),33.96934,-118.17567,Los Angeles,90201,8 Digital Drive Suite 200
westlake village pharmacy,34.14808,-118.8222,Ventura,91361,8 Digital Drive Suite 200
Reedley Pro-Script Pharmacy,36.59946,-119.44725,Fresno,93654,8 Digital Drive Suite 200
Good Samaritan Total Care Pharmacy,34.05376,-118.26606,Los Angeles,90017,8 Digital Drive Suite 200
Medcare Pharmacy,38.49617,-121.4582,Sacramento,95823,8 Digital Drive Suite 200
WALMART PHARMACY 10-2401,34.13517,-117.98632,Los Angeles,91010,8 Digital Drive Suite 200
Marin County Civic Center,37.99794,-122.53067,Marin,94903,8 Digital Drive Suite 200
Westminster Mall COVID Clinic (Kaiser),33.75063,-118.01286,Orange,NA,524 Westminster Mall
OC Fair & Event Center,33.66669,-117.89974,Orange,92626,88 Fair Drive
Westchester Pharmacy,33.95512,-118.39596,Los Angeles,90045,88 Fair Drive
RITE AID PHARMACY 05971,36.83853,-121.38925,San Benito,95023,88 Fair Drive
ENLOE OP CENTER PHARMACY,39.74216,-121.84986,Butte,95926,88 Fair Drive
Walgreens #15432,38.27606,-122.03339,Solano,94533,88 Fair Drive
WALGREENS #15469,34.15933,-118.25505,Los Angeles,91207,88 Fair Drive
Tulare County Clinic - Porterville College Stadium,36.04877,-119.01582,Tulare,NA,Porterville College Stadium
Pacific Pharmacy (11525 Brookshire Ave Ste 100),33.93563,-118.13213,Los Angeles,90241,Porterville College Stadium
SAVON PHARMACY #1319,34.04885,-117.1715,San Bernardino,92373,Porterville College Stadium
St. Francis Medical Center – Lynwood,33.93059,-118.20318,Los Angeles,90262,Porterville College Stadium
CVS Pharmacy® & Drug Store at 200 E Highway 12 Ste D Valley Springs CA 95252,38.1914,-120.8256,Calaveras,95252,Porterville College Stadium
ARMEN PHARMACY INC,34.1465,-118.24217,Los Angeles,91205,Porterville College Stadium
CVS Pharmacy® at 430 Blue Ravine Rd Folsom CA 95630,38.672,-121.1526,Sacramento,95630,Porterville College Stadium
CVS Pharmacy® at 12795 Main St Hesperia CA 92345,34.4265,-117.3842,San Bernardino,92345,Porterville College Stadium
San Gabriel Valley Medical Center – San Gabriel,34.10098,-118.10585,Los Angeles,91776,Porterville College Stadium
Canal Alliance,37.96384,-122.50531,Marin,94901,Porterville College Stadium
Laguna Pharmacy inc,38.4365,-121.40793,Sacramento,95758,Porterville College Stadium
WEST MARIN PHARMACY,38.06867,-122.80726,Marin,94956,Porterville College Stadium
VONS PHARMACY #2826,32.61964,-116.96117,San Diego,91915,Porterville College Stadium
CVS Pharmacy at 4987 N Fresno St,36.80822,-119.78171,Fresno,93726,Porterville College Stadium
MCCARTHY DRUGS,34.00697,-118.47491,Los Angeles,90405,Porterville College Stadium
SAFEWAY PHARMACY #3011,38.24903,-122.62194,Sonoma,94954,Porterville College Stadium
WALGREENS #1625,37.83704,-122.26262,Alameda,94609,Porterville College Stadium
United Pharmacy,34.10369,-117.5662,San Bernardino,91730,Porterville College Stadium
Eiica Health Centers J Street,38.57088,-121.45676,Sacramento,95816,Porterville College Stadium
UPLAND COLONIES DIALYSIS,34.10116,-117.67116,San Bernardino,91786,Porterville College Stadium
Hope Pharmacy,33.47674,-117.12024,Riverside,92592,Porterville College Stadium
COSTCO PHARMACY #661,37.70146,-121.06559,Stanislaus,95356,Porterville College Stadium
JWCH PMQ Lancaster Pharmacy,34.70158,-118.14794,Los Angeles,93534,Porterville College Stadium
RITE AID PHARMACY 05713,33.88174,-117.36478,Riverside,92504,Porterville College Stadium
Northeast Community Clinic,34.10758,-118.19639,Los Angeles,90042,Porterville College Stadium
Kaweah COVID-19 Vaccination Clinic,36.3154,-119.29206,Tulare,93277,Porterville College Stadium
WALGREENS #12298,36.60461,-119.44026,Fresno,93654,Porterville College Stadium
Facebook mobile clinic (with Ravenswood Family Health Network),37.48163,-122.17245,San Mateo,94025,Porterville College Stadium
PALMDALE REGIONAL,34.57986,-118.09956,Los Angeles,93550,Porterville College Stadium
COSTCO PHARMACY #122,33.72819,-117.79628,Orange,92782,Porterville College Stadium
BASS Urgent Care - Walnut Creek,37.92602,-122.02173,Contra Costa,94598,Porterville College Stadium
SAFEWAY PHARMACY #1211,37.79813,-121.91774,Contra Costa,94506,Porterville College Stadium
SAV-ON PHARMACY #2767,33.2276,-117.32393,San Diego,92058,Porterville College Stadium
Walmart Pharmacy 10-5008,33.74736,-116.97884,Riverside,92543,Porterville College Stadium
Coalinga Valley Health Clinics Inc.,36.15177,-120.34242,Fresno,93210,Porterville College Stadium
Northern Inyo Hospital,37.36182,-118.40533,Inyo,93514,Porterville College Stadium
WALGREENS #3707,37.79053,-122.43214,San Francisco,94115,Porterville College Stadium
Central Valley General Hospital,36.30008,-119.63063,Kings,93230,Porterville College Stadium
OLYMPIA PLAZA PHARMACY INC,34.05771,-118.35996,Los Angeles,90036,Porterville College Stadium
WELLMANS PHARMACY #2,37.79709,-122.40747,San Francisco,94133,Porterville College Stadium
ALHAMBRA PROFESSIONAL PHARMACY,34.09156,-118.12386,Los Angeles,91801,Porterville College Stadium
JD PHARMACY,33.68848,-117.85851,Orange,92614,Porterville College Stadium
CVS Pharmacy at 10576 Foothill Blvd,34.10843,-117.57456,San Bernardino,91730,Porterville College Stadium
Dominican Plaza Pharmacy,36.98934,-121.98265,Santa Cruz,95065,Porterville College Stadium
PICO UNION PHARMACY,34.04518,-118.27687,Los Angeles,90015,Porterville College Stadium
Lucky Pharmacy,38.23654,-122.62389,Sonoma,94952,Porterville College Stadium
PAVILIONS PHARMACY #2989,34.15238,-118.45654,Los Angeles,91403,Porterville College Stadium
Walgreens #12549,37.93912,-121.24444,San Joaquin,95205,Porterville College Stadium
Bellflower Medical Offices (Kaiser),33.90363,-118.13332,Los Angeles,90706,9400 E Rosecrans Ave
Novato Pulmonary Clinic,38.09705,-122.55804,Marin,94945,9400 E Rosecrans Ave
Kentfield Hospital,37.95875,-122.55243,Marin,94904,9400 E Rosecrans Ave
MERCY MEDICAL CENTER PHARMACY,33.71195,-117.88443,Orange,92704,9400 E Rosecrans Ave
Dignity Health (Woodland) ,38.66404,-121.79478,Yolo,NA,9400 E Rosecrans Ave
Downtown Family Health Center at Connections,32.71854,-117.15958,San Diego,92101,9400 E Rosecrans Ave
Daniel Cosgrove MD,33.72019,-116.32632,Riverside,92210,9400 E Rosecrans Ave
GARDENA PROFESSIONAL PHARMACY,33.89301,-118.29291,Los Angeles,90247,9400 E Rosecrans Ave
Alto Pharmacy (6065 Bristol Pkwy Ste 100),33.98568,-118.38785,Los Angeles,90230,9400 E Rosecrans Ave
Hye Pharmacy Inc (1200 S Central Ave),34.132,-118.25744,Los Angeles,91204,9400 E Rosecrans Ave
The Forum DPH Mega POD,33.95809,-118.34206,Los Angeles,90305,9400 E Rosecrans Ave
CARE-PRO PHARMACY,33.87834,-117.58995,Riverside,92882,9400 E Rosecrans Ave
RITE AID PHARMACY 06366,35.41296,-119.09298,Kern,93308,9400 E Rosecrans Ave
WALGREENS #4757,33.74304,-116.30314,Riverside,92203,9400 E Rosecrans Ave
Ralphs Pharmacy (7369 Milliken Ave),34.12021,-117.55715,San Bernardino,91730,9400 E Rosecrans Ave
CVS Pharmacy at 19661 Hesperian Blvd,37.64746,-122.10698,Alameda,94541,9400 E Rosecrans Ave
Center for Family Health and Education - Northridge,34.25085,-118.53517,Los Angeles,91324,PALS YOUTH CENTER 
INNERCARE PHARMACY,32.76727,-115.56475,Imperial,92243,PALS YOUTH CENTER 
LOMA LINDA PHARMACY,34.04854,-117.24623,San Bernardino,92354,PALS YOUTH CENTER 
PharMedQuest Pharmacy,33.9251,-117.90165,Orange,92821,PALS YOUTH CENTER 
Lake Shastina Community Clinic,41.52764,-122.3634,Siskiyou,96094,PALS YOUTH CENTER 
WALGREENS #9254,34.46987,-117.36494,San Bernardino,92392,PALS YOUTH CENTER 
Desert Regional Medical Center – Palm Springs,33.83852,-116.54408,Riverside,92262,PALS YOUTH CENTER 
Kindred Hospital – Westminster,33.76366,-117.99528,Orange,92683,PALS YOUTH CENTER 
NUDOS PHARMACY,32.80015,-116.9622,San Diego,92020,PALS YOUTH CENTER 
WellSpace Health Oak Park Community Health Center,38.5435,-121.46419,Sacramento,95817,PALS YOUTH CENTER 
WALGREENS #2170,38.93252,-121.08991,Placer,95603,PALS YOUTH CENTER 
AP6 Pharmacy,33.98578,-118.08567,Los Angeles,90660,PALS YOUTH CENTER 
RITE AID PHARMACY 06263,34.44456,-118.55147,Los Angeles,91354,PALS YOUTH CENTER 
WAGNER PHARMACY,33.73346,-117.85515,Orange,92705,PALS YOUTH CENTER 
Nhan Hoa Pharmacy,33.77421,-117.99667,Orange,92841,PALS YOUTH CENTER 
CVS Pharmacy®,34.2493,-116.8838,San Bernardino,92315,PALS YOUTH CENTER 
Valiant Medical Group A Professional Medical Corporation,34.1085,-117.55591,San Bernardino,91730,PALS YOUTH CENTER 
RITE AID PHARMACY 05717,33.95722,-117.33049,Riverside,92507,PALS YOUTH CENTER 
RITE AID PHARMACY 06197,38.54174,-121.72505,Yolo,95616,PALS YOUTH CENTER 
CVS Pharmacy® at 39440 10th St W Palmdale CA 93551,34.5997,-118.1466,Los Angeles,93551,PALS YOUTH CENTER 
RITE AID PHARMACY 05815,35.42727,-119.02068,Kern,93308,PALS YOUTH CENTER 
ALL FOR HEALTH HEALTH FOR ALL,34.14661,-118.24921,Los Angeles,91205,PALS YOUTH CENTER 
CVS Pharmacy® at 2485 El Camino Real Redwood City CA 94063,37.4755,-122.2172,San Mateo,94063,PALS YOUTH CENTER 
Bright Plaza Pharmacy,33.94461,-117.99302,Los Angeles,90603,PALS YOUTH CENTER 
RITE AID PHARMACY 05611,34.07795,-118.11366,Los Angeles,91801,PALS YOUTH CENTER 
RITE AID PHARMACY 05844,34.57223,-118.04413,Los Angeles,93552,PALS YOUTH CENTER 
RITE AID PHARMACY 05725,33.94648,-117.24479,Riverside,92557,PALS YOUTH CENTER 
ATLANTIC PROFESSIONAL PHARMACY,33.78024,-118.18539,Los Angeles,90813,PALS YOUTH CENTER 
WALGREENS #1120,37.72392,-122.43493,San Francisco,94112,PALS YOUTH CENTER 
Ralphs Pharmacy (10861 Weyburn Ave Ste 201),34.06247,-118.44344,Los Angeles,90024,PALS YOUTH CENTER 
RALEYS PHARMACY #236,39.50723,-121.5494,Butte,95966,PALS YOUTH CENTER 
Medquickrx (5757 Wilshire Blvd),34.0626,-118.35342,Los Angeles,90036,PALS YOUTH CENTER 
Mission Medical Pharmacy,33.55983,-117.66411,Orange,92691,PALS YOUTH CENTER 
Queen of the Valley Medical Center – Napa,38.32495,-122.2964,Napa,94558,PALS YOUTH CENTER 
ARC Cares Pharmacy,33.92462,-117.89189,Orange,92821,PALS YOUTH CENTER 
Express pharmacy - E Arrow Hwy,34.08991,-117.73739,Los Angeles,91767,PALS YOUTH CENTER 
Sierra Vista Hospital,38.46598,-121.41781,Sacramento,95823,PALS YOUTH CENTER 
Sutter Medical Center of Santa Rosa – Santa Rosa,38.46964,-122.70746,Sonoma,95403,PALS YOUTH CENTER 
Directcare Pharmacy,33.69507,-117.95397,Orange,92708,PALS YOUTH CENTER 
COVINA PHARMACY,34.08613,-117.89169,Los Angeles,91723,PALS YOUTH CENTER 
POST DIVISADERO MEDICAL PHARMACY,37.78412,-122.43921,San Francisco,94115,PALS YOUTH CENTER 
Mintwood Pharmacy,34.15397,-118.13274,Los Angeles,91101,PALS YOUTH CENTER 
APS PHARMACY,33.91187,-118.09846,Los Angeles,90650,PALS YOUTH CENTER 
ORLANDCARE PHARMACY AND MEDICAL SUPPLY,39.74753,-122.1834,Glenn,95963,PALS YOUTH CENTER 
WALGREENS #7867,32.62994,-116.96573,San Diego,91915,PALS YOUTH CENTER 
Hallers Pharmacy and Medical Supply,37.55793,-122.00726,Alameda,94536,PALS YOUTH CENTER 
CVS Pharmacy at 3949 Portola Pkwy.,33.73643,-117.76423,Orange,92602,PALS YOUTH CENTER 
Bandys Pharmacy,33.61038,-114.60447,Riverside,92225,PALS YOUTH CENTER 
San Francisco Free Clinic,37.78481,-122.4701,San Francisco,94118,PALS YOUTH CENTER 
Long Beach Memorial Medical Center – Long Beach,33.80794,-118.18715,Los Angeles,90806,PALS YOUTH CENTER 
Pill Box Pharmacy (2608 E Ashlan Ave),36.79334,-119.78094,Fresno,93726,PALS YOUTH CENTER 
MID-WEST MEDICAL PHARMACY,34.07717,-118.38157,Los Angeles,90048,PALS YOUTH CENTER 
VONS PHARMACY #2092,34.20992,-118.84077,Ventura,91362,PALS YOUTH CENTER 
East Valley Community Health Center - La Puente,34.01706,-117.91185,Los Angeles,91744,PALS YOUTH CENTER 
Mission City Community Network Inc.,33.96571,-118.34439,Los Angeles,90301,PALS YOUTH CENTER 
NEMS- EASTMOOR PHARMACY,37.68502,-122.47836,San Mateo,94015,PALS YOUTH CENTER 
The Medicine Shoppe (170 E Tahquitz Canyon Way),33.82326,-116.54601,Riverside,92262,PALS YOUTH CENTER 
CVS Pharmacy® at 125 Shoreline Pkwy San Rafael CA 94901,37.952,-122.493,Marin,94901,PALS YOUTH CENTER 
SEASIDE PHARMACY,33.73766,-118.28991,Los Angeles,90731,PALS YOUTH CENTER 
RITE AID PHARMACY 05883,36.60906,-121.923,Monterey,93950,PALS YOUTH CENTER 
RITE AID PHARMACY 05695,34.10774,-117.43449,San Bernardino,92335,PALS YOUTH CENTER 
RITE AID PHARMACY 05571,34.16711,-118.34745,Los Angeles,91505,PALS YOUTH CENTER 
RITE AID PHARMACY 06072,38.57727,-121.4675,Sacramento,95816,PALS YOUTH CENTER 
Vanguard Medical - Wasco,35.59391,-119.33488,Kern,93280,PALS YOUTH CENTER 
PLEASANT VALLEY PHARMACY,39.22269,-121.20495,Nevada,95946,PALS YOUTH CENTER 
WALGREENS #4275,37.79016,-122.39754,San Francisco,94105,PALS YOUTH CENTER 
Eugene A. Obregon Park,34.03745,-118.17681,Los Angeles,90063,PALS YOUTH CENTER 
WALGREENS #5455,33.12639,-117.08457,San Diego,92025,PALS YOUTH CENTER 
SAFEWAY PHARMACY #1826,40.57274,-122.35123,Shasta,96002,PALS YOUTH CENTER 
CVS Pharmacy at 32575 Golden Lantern St,33.48963,-117.69954,Orange,92629,PALS YOUTH CENTER 
BRENT AIR PHARMACY,34.06468,-118.46913,Los Angeles,90049,PALS YOUTH CENTER 
Douglas Park Pharmacy,33.82877,-118.14748,Los Angeles,90808,PALS YOUTH CENTER 
Northern Valley Indian Health - Willows Clinic,39.52238,-122.19533,Glenn,95988,PALS YOUTH CENTER 
Community A Walgreens Pharmacy #21193,37.32358,-121.92369,Santa Clara,95128,PALS YOUTH CENTER 
UNION PHARMACY,32.7869,-117.1713,San Diego,92111,PALS YOUTH CENTER 
WALGREENS #2152,37.78676,-122.4337,San Francisco,94115,PALS YOUTH CENTER 
VONS PHARMACY #2306,35.25033,-120.64211,San Luis Obispo,93401,PALS YOUTH CENTER 
Hueneme Family Pharmacy,34.14788,-119.1974,Ventura,93041,PALS YOUTH CENTER 
Richmond Auditorium - Contra Costa Health Services,37.93666,-122.34394,Contra Costa,94804,PALS YOUTH CENTER 
ACare pharmacy,33.80235,-117.96136,Orange,92804,PALS YOUTH CENTER 
Berry and Sweeney Pharmacy,34.16966,-118.15112,Los Angeles,91103,PALS YOUTH CENTER 
East L.A. Pharmacy Corp.,34.02127,-118.16217,Los Angeles,90022,PALS YOUTH CENTER 
RITE AID PHARMACY 05587,34.13403,-117.61463,San Bernardino,91701,PALS YOUTH CENTER 
Downey Regional Medical Center – Downey,33.93519,-118.13063,Los Angeles,90241,PALS YOUTH CENTER 
SAV-ON PHARMACY #0355,34.39567,-119.51364,Santa Barbara,93013,PALS YOUTH CENTER 
Helendale – Community Services District Building,34.73543,-117.32917,San Bernardino,92342,PALS YOUTH CENTER 
WALMART PHARMACY 10-2028,33.93681,-117.45436,Riverside,92503,PALS YOUTH CENTER 
H Claude Hudson Comprehensive Health Center,34.02415,-118.27394,Los Angeles,90007,PALS YOUTH CENTER 
Ralphs Pharmacy (674 Las Posas),34.22314,-119.06778,Ventura,93010,PALS YOUTH CENTER 
RITE AID PHARMACY 5845,35.6359,-117.66845,Kern,93555,PALS YOUTH CENTER 
CARE ONE PHARMACY,33.68699,-117.97048,Orange,92708,PALS YOUTH CENTER 
Walmart Pharmacy 10-5023,32.67488,-117.09948,San Diego,91950,PALS YOUTH CENTER 
CVS Pharmacy® & Drug Store at 11851 Artesia Boulevard Artesia CA 90701,33.8739,-118.0805,Los Angeles,90701,PALS YOUTH CENTER 
WALGREENS #3378,37.24606,-121.89028,Santa Clara,95118,PALS YOUTH CENTER 
Ralphs Pharmacy (23716 El Toro Rd),33.61679,-117.70186,Orange,92630,PALS YOUTH CENTER 
Kheir 6th St Clinic,34.06386,-118.30373,Los Angeles,90020,PALS YOUTH CENTER 
COSTCO PHARMACY #1317,33.99699,-117.55619,Riverside,91752,PALS YOUTH CENTER 
BHS Behavioral Health Services Inc.,33.8896,-118.32692,NA,90249,PALS YOUTH CENTER 
HEALTH TREE PHARMACY,33.93926,-117.95151,Orange,90631,PALS YOUTH CENTER 
Save Mart Pharmacy - LOS BANOS #631,37.0551,-120.83437,Merced,93635,PALS YOUTH CENTER 
William J. Rutter Center at UCSF Mission Bay,37.76833,-122.39509,San Francisco,94158,PALS YOUTH CENTER 
Ralphs Pharmacy (3550 La Sierra Ave),33.89607,-117.47104,Riverside,92503,PALS YOUTH CENTER 
PRIMA PHARMACY,34.20136,-118.40837,Los Angeles,91605,PALS YOUTH CENTER 
Elica Health Centers - Marysville,38.62648,-121.43268,Sacramento,95815,PALS YOUTH CENTER 
Pacific Oak Compounding Pharmacy,34.14192,-118.02823,Los Angeles,91006,PALS YOUTH CENTER 
Sebastopol Family Pharmacy Inc.,38.39652,-122.82038,Sonoma,95472,PALS YOUTH CENTER 
Providence Anaheim,33.83369,-117.91585,Orange,92805,200 W Center Street Promenade
Sharp HealthCare,32.8254,-117.14038,San Diego,92123,200 W Center Street Promenade
CVS Pharmacy® & Drug Store at 1080 Sperry Ave Patterson CA 95363,37.4638,-121.144,Stanislaus,95363,200 W Center Street Promenade
SAV-ON PHARMACY #0599,34.1313,-117.63749,San Bernardino,91784,200 W Center Street Promenade
Mills-Peninsula Medical Center – Burlingame (Sutter Health),37.5921,-122.38334,San Mateo,94010,200 W Center Street Promenade
KAISER HEALTH PLAN MAIN PHY 551,38.00447,-121.84203,Contra Costa,94509,200 W Center Street Promenade
Central Coast Family Care - Office 3,34.95142,-120.41165,Santa Barbara,93454,200 W Center Street Promenade
WALGREENS #6399,34.12794,-116.39528,San Bernardino,92284,200 W Center Street Promenade
OXNARD DIALYSIS,34.21996,-119.14795,Ventura,93036,200 W Center Street Promenade
VISTA DEL SOL DIALYSIS,34.52302,-117.33066,San Bernardino,92394,200 W Center Street Promenade
College Medical Center – Long Beach,33.8073,-118.19268,Los Angeles,90806,200 W Center Street Promenade
WALMART PHARMACY 10-1693,34.0648,-117.2233,San Bernardino,92373,200 W Center Street Promenade
YOUR DRUG STORE,35.37566,-118.96639,Kern,93306,200 W Center Street Promenade
Brookvale Medical Center Pharmacy,37.95454,-122.33766,Contra Costa,94806,200 W Center Street Promenade
Berkeley Urgent Care - Sutter,37.86331,-122.27022,Alameda,94704,200 W Center Street Promenade
Sonora Regional Medical Center – Sonora,37.97727,-120.37128,Tuolumne,95370,200 W Center Street Promenade
OneMedical - SoMa - South Park,37.78307,-122.39324,San Francisco,94107,200 W Center Street Promenade
Peach Tree Pharmacy,39.11995,-121.56681,Yuba,95901,200 W Center Street Promenade
Planned Parenthood of SDRC - Surgical Services,32.72655,-117.16365,San Diego,92101,200 W Center Street Promenade
Sanatan Dharma Temple,33.89228,-118.08327,Los Angeles,90650,15311 Pioneer Blvd
CVS Pharmacy Inc. #09737,34.43781,-119.79149,Santa Barbara,93111,15311 Pioneer Blvd
USC Verdugo Hills Professional Pharmacy,34.20502,-118.21542,Los Angeles,91208,15311 Pioneer Blvd
Kaiser Oakland Medical Center (Kaiser Permanente),37.82352,-122.25824,Alameda,94611,15311 Pioneer Blvd
PRIME LIBERTY PHARMACY,34.20401,-118.44899,Los Angeles,91405,15311 Pioneer Blvd
MY LAN PHARMACY,37.79881,-122.25111,Alameda,94606,15311 Pioneer Blvd
D S K PHARMACY,33.773,-117.9654,Orange,92844,15311 Pioneer Blvd
HUBERT H HUMPHREY COMP HEALTH CENTER,33.98832,-118.27376,Los Angeles,90003,15311 Pioneer Blvd
Lucky Pharmacy (1300 Fairmont Dr),37.70372,-122.12866,Alameda,94578,15311 Pioneer Blvd
New Oakland Pharmacy,37.80035,-122.27138,Alameda,94607,15311 Pioneer Blvd
SHALOM COMPOUNDING PHARMACY,34.1644,-118.52472,Los Angeles,91316,15311 Pioneer Blvd
Bautista Medical Group Inc.,36.74154,-119.78888,Fresno,93721,15311 Pioneer Blvd
CVS Pharmacy at 365 E Washington St Petaluma CA 94952,38.23876,-122.63792,Sonoma,94952,15311 Pioneer Blvd
Visalia Medical Clinic,36.41298,-119.22715,Tulare,93291,15311 Pioneer Blvd
The Medicine Shoppe Pharmacy (CLOSED),34.1728,-118.55205,Los Angeles,91356,15311 Pioneer Blvd
WALGREENS #6215,33.85872,-117.96053,Orange,92833,15311 Pioneer Blvd
HONOLULU PHARMACY,34.14066,-118.25741,Los Angeles,91204,15311 Pioneer Blvd
GOOD PRICE PHARMACY,34.11137,-118.18879,Los Angeles,90042,15311 Pioneer Blvd
ST MINA PHARMACY AND HOME CARE,34.06986,-117.43976,San Bernardino,92335,15311 Pioneer Blvd
Chaparral Medical Group,34.07898,-117.59388,San Bernardino,91730,15311 Pioneer Blvd
RITE AID PHARMACY 05466,33.94441,-118.14077,Los Angeles,90241,15311 Pioneer Blvd
Lassen Indian Health Center,40.42665,-120.65701,Lassen,96130,15311 Pioneer Blvd
RELIABLE PHARMACY,34.22053,-118.53399,Los Angeles,91325,15311 Pioneer Blvd
WESTSIDE DRUG,36.8589,-120.45594,Fresno,93622,15311 Pioneer Blvd
Oso Medical Pharmacy,33.58279,-117.6608,Orange,92691,15311 Pioneer Blvd
H K VALLEY PHARMACY,34.20136,-118.5178,Los Angeles,91406,15311 Pioneer Blvd
VALUE RX PHARMACY,33.66691,-117.76382,Orange,92618,15311 Pioneer Blvd
VALLEY VIEW DIALYSIS CENTER,33.91066,-117.19329,Riverside,92555,15311 Pioneer Blvd
Vermont Community Clinic,33.92976,-118.29128,Los Angeles,90044,15311 Pioneer Blvd
Walmart Pharmacy 10-3139,35.3701,-119.14764,Kern,93314,15311 Pioneer Blvd
Motion Picture & Television Hospital – Woodland Hills,34.15812,-118.63552,Los Angeles,NA,15311 Pioneer Blvd
Shyns Pharmacy,34.06457,-118.28687,Los Angeles,90020,15311 Pioneer Blvd
Tustin Premier Pharmacy,33.78572,-117.8353,Orange,92866,15311 Pioneer Blvd
Torrance Pharmacy & Compounding Center,33.81199,-118.33796,Los Angeles,90505,15311 Pioneer Blvd
THU VAN PHARMACY,33.744,-117.94811,Orange,92683,15311 Pioneer Blvd
E-CARE PHARMACY,33.77306,-117.93849,Orange,92843,15311 Pioneer Blvd
Santa Fe Pharmacy,34.0188,-117.68947,San Bernardino,91710,15311 Pioneer Blvd
New Pharmacy,34.12547,-116.40363,San Bernardino,92284,15311 Pioneer Blvd
Mobile Clinic: Chester High School,40.30258,-121.23108,Plumas,NA,612 First St.
FRIENDLY #2 PHARMACY,37.30963,-121.84626,Santa Clara,95111,612 First St.
Kern Medical Center – Bakersfield,35.38255,-118.96966,Kern,93306,612 First St.
DELTA VIEW DIALYSIS,38.00829,-121.87321,Contra Costa,94565,612 First St.
Vista Community Clinic- Horne,33.20148,-117.37867,San Diego,92054,612 First St.
